job_listing_no,technical_skill
243,python
243,scala
244,data scientist
244,data science
244,machine learning
244,python
244,nlp
244,hadoop
244,python
244,linux
244,
245,"experience experiential design consumer engagement customer analytics analysis data test a/b ""latin square"" digtial website web r sas statistics"
246,"""data scientist"""
246,"""java"""
246,"""scala"""
246,"""hadoop"""
246,"""spark"""
246,"""sdn"""
246,"""only locals"""
247,data scientist
247,sql
247,statistics
247,data visualization
248,big data / hadoop (hdfs
248,mapreduce
248,hive
248,shark
248,spark
248,etc.)
248,rdbms and nosql
249,data science
249,data scientist
249,business intelligence
249,scripting
249,big data
249,data virtualization
249,python
249,hadoop
249,sql
249,r
249,data visualization
249,tableau
249,reporting
250,data science
250,computer science
250,data strategy
250,data analysis - data science
250,computer science
250,data strategy
250,data analysis
251,python
251,data science
252,mysql
252,postgres
252,db2 or greenplum
252,python
252,java
252,cognos
252,qlikview
252,business objects & algorithms
253,machine learning algorithms
253,data analysis
253,statistical modeling
253,distributed computing
253,data structures
253,sql
253,java
253,python
253,hadoop
253,spark - machine learning algorithms
253,data analysis
253,statistical modeling
253,distributed computing
253,data structures
253,sql
253,java
253,python
253,hadoop
253,spark
254,r
254,python
254,sql
254,sql
254,hadoop
254,algorithms
254,machine learning
254,data mining - r
254,python
254,sql
254,sql
254,hadoop
254,algorithms
254,machine learning
254,data mining
255,r
255,data scientist
255,metlab
255,nlp
255,java
255,scala
255,metlab
256,r
256,python
256,sql - r
256,python
256,sql
257,algorithms
257,analysis
257,automotive
257,business requirements
257,development
257,java
257,management
257,modeler
257,modeling
257,physics
257,project
257,project management
257,python
257,research
257,sas
257,simulation
257,testing
258,analysis
258,data analysis
258,data mining
258,development
258,management
258,matlab
258,modeling
258,networks
258,perl
258,python
258,testing
259,machine learning
259,data mining
259,hadoop
259,python
259,data injestion - machine learning
259,data mining
259,hadoop
259,python
259,data injestion
260,see job description
261,data scientist
261,erp
261,crm
261,plm
261,mes
262,python
262,r
262,spss
262,sql
262,data cleaning
262,
263,experience with statistical analysis and machine learning techniques proficiency in sql experience with programming languages (python
263,r
263,etc.)
264,python
264,r
264,scala
264,aws
264,java
264,c/c++
264,data science
265,etl
265,informatica
265,business objects
265,sql
265,data warehouse
266,python
266,predictive analytics
266,nosql - python
266,predictive analytics
266,nosql
267,statistics
267,machine learning
267,algorithms
267,mathematics
267,natural language processing
267,random forest
267,regression
267,clustering
267,segmentation
267,anomaly detection
267,signal processing
267,computer vision
268,data integration
268,hadoop platforms
268,and automating machine learning components
269,algorithms
269,development
269,hadoop
269,matlab
269,mongodb
269,mysql
269,mysql
269,nosql
269,oracle
269,programming
269,python
269,sas
269,solr
269,sql
270,hadoop
270,python
270,numpy
270,pandas
270,matplotlib
270,d3js
270,tableau
270,machine learning
270,data mining - hadoop
270,python
270,numpy
270,pandas
270,matplotlib
270,d3js
270,tableau
270,machine learning
270,data mining
271,python
271,sql
271,r
271,tableu
271,analytical skills
271,hive
271,hadoop
271,spark
272,machine learning
272,algorithms
272,financial statements
272,regression analysis
272,cluster analysis
272,r
272,sql
272,data mining
272,ph.d - machine learning
272,algorithms
272,financial statements
272,regression analysis
272,cluster analysis
272,r
272,sql
272,data mining
272,ph.d
273,experience with one or more programming languages extensive experience with model building excellent communication skills preference of phd or maters in a stem field
274,data scientist with end to end machine learning
274,algorithms
274,nlp
274,sql-rdbms
274,agile environment
274,unstructured & semi-structured data sources and requisite processing tools
275,sr. data scientist // contract // west loop chicago
276,healthcare data scientist
277,r programming
277,github
278,data scientist
279,c++
279,java
279,c#
279,python
280,java
280,java springsource
280,c++/c#
280,data mining
280,machine learning
280,r
280,neo4j
280,rest-based apis - java
280,java springsource
280,c++/c#
280,data mining
280,machine learning
280,r
280,neo4j
280,rest-based apis
281,algorithms
281,analysis
281,data mining
281,development
281,management
281,modeling
281,programming
281,project
281,project management
281,sas
281,sql
282,r
282,bioinformatics
282,python/perl
282,java - r
282,bioinformatics
282,python/perl
282,java
283,python
283,r
283,qgis
283,postgis
283,carto - python
283,r
283,qgis
283,postgis
283,carto
284,etl
284,big data
284,aws (s3
284,redshift table
284,matillion etl)
284,data visualization tools and creating reports using tableau and power bi
284,ssrs
285,null
286,spend classification or data scientist or r or python or tableau or data analyst or brio or business objects statistical analysis or oracle spend classification or data scientist
287,data scientist
287,r
287,matlab
287,sql
287,scala
287,c#
287,java
288,nlp
288,advanced analytics
288,model building
288,statistical modeling
288,optimization
288,machine learning algorithms
288,data manipulation
288,cloud computing and hadoop
289,machine learning
289,data mining
289,data modelling
289,python
289,hadoop
289,scala
289,spark
289,sql
289,clustering
290,experience with statistical analysis and machine learning techniques proficiency in sql experience with programming languages (python
290,r
290,etc.)
291,data science
291,r
291,python
291,java
291,web
291,sql
291,cloud
292,sas eg
292,sas enterprise miner
292,sas fraud framework
292,unix scripting
292,pl/sql
292,analytics
292,data manipulation
292,current active secret clearance
293,automate scoring using machine learning techniques  build recommendation systems  improve and extend the features used by our existing classifier  develop internal a/b testing procedures and build sys
294,algorithms
294,analysis
294,business intelligence
294,c#
294,data warehouse
294,embedded
294,hadoop
294,java
294,matlab
294,modeling
294,project
294,python
294,sql
294,video
295,etl
295,python
295,r
295,sas
296,data science
296,machine learning
296,python
296,r - data science
296,machine learning
296,python
296,r
297,six sigma certified
298,algorithm
298,algorithms
298,development
298,hadoop
298,html
298,java
298,javascript
298,modeling
298,programming
298,research
298,security
298,video
298,wireless
299,data scientist
300,data scientist data analyst mysql python
301,machine learning
301,data mining
301,hadoop
301,python
301,data injestion - machine learning
301,data mining
301,hadoop
301,python
301,data injestion
302,algorithms
302,java
302,nosql
302,programming
302,python
302,sql
302,testing
303,analysis
303,analytical skills
303,artificial intelligence
303,bi tools
303,broadband
303,business objects
303,cognos
303,consulting
303,database
303,ecommerce
303,genetic
303,hadoop
303,http
303,management
303,matlab
303,microstrategy
303,modeling
303,networks
303,oracle
303,powerpoint
303,programming
303,project
303,python
303,research
303,sap
303,sas
303,sql
303,sql server
303,statistical analysis
303,telecommunications
303,teradata
303,video
304,analysis
304,analytical skills
304,artificial intelligence
304,bi tools
304,broadband
304,business objects
304,cognos
304,consulting
304,database
304,ecommerce
304,genetic
304,hadoop
304,http
304,management
304,matlab
304,microstrategy
304,modeling
304,networks
304,oracle
304,powerpoint
304,programming
304,project
304,python
304,research
304,sap
304,sas
304,sql
304,sql server
304,statistical analysis
304,telecommunications
304,teradata
304,video
305,advance degree in computer science
305,statistics
305,or operations research or related technical discipline
306,team lead
306,sql
306,querying
306,excel
306,power point
306,sas
306,r programming
306,tableau
306,business objects
306,
307,nlp
307,text mining
307,sql
307,nosql
307,java
307,c++
307,c#
307,python
307,r
307,hadoop
307,spark
308,machine learning
308,artificial intelligence
308,predictive analytics
308,data scientist
309,deep learning
309,natural language processing (nlp)
309,ai
309,machine learning
309,machine translation
309,video analysis
309,frameworks like caffe / tensorflow / torch
309,languages like r / scala / c++ / python
309,startup experience
309,attracting talent and building up a research lab - deep learning
309,natural language processing (nlp)
309,ai
309,machine learning
309,machine translation
309,video analysis
309,frameworks like caffe / tensorflow / torch
309,languages like r / scala / c++ / python
309,startup experience
309,attracting talent and building up a research lab
310,8+ years related experience;  advance degree in computer science
310,statistics
310,or operations research or related technical discipline
311,python
311,machine learning
311,scikit
311,sql
312,deep learning
312,natural language processing (nlp)
312,ai
312,machine learning
312,machine translation
312,video analysis
312,frameworks like caffe / tensorflow / torch
312,languages like r / scala / c++ / python
312,startup experience
312,attracting talent and building up a research lab - deep learning
312,natural language processing (nlp)
312,ai
312,machine learning
312,machine translation
312,video analysis
312,frameworks like caffe / tensorflow / torch
312,languages like r / scala / c++ / python
312,startup experience
312,attracting talent and building up a research lab
313,algorithm
313,algorithms
313,analysis
313,development
313,foundation
313,hadoop
313,java
313,mathematical
313,mathematical models
313,modeling
313,physics
313,python
313,security
313,validation
313,video
314,consulting
314,development
314,http
314,manager
314,management
314,program manager
314,project
314,risk management
314,security
315,proficiency with a scripting language (r
315,python
315,or equivalent).
316,algorithms
316,analysis
316,data mining
316,development
316,genetic
316,hadoop
316,manager
316,management
316,programming
316,project
316,research
317,etl
317,sql queries
317,data quality
317,data analysis
318,big data
318,hadoop
319,data science
319,big data
319,project management
319,machine learnin
320,(see job description)
321,distributed systems
321,java
321,parallel processing
321,python
321,scala
321,hadoop
321,spark
321,cloud
322,"database; java or python; ""google analytics""; automation; 'data science"""
323,data science
323,financial
323,finance
323,analytics
323,manager
323,consulting
323,strategy
